comment,xgboost,mat,ggsatd,voting_label,annotator1_label,annotator2_label,annotator3_label,label
/** * Returns cell information. * TODO: add returnColors parameter for optimization */,1,1,1,1,-1,-1,-1,-1
/** * SQL editor input factory. * It is left for backward compatibility (for old DBeaver versions and SQL editors saved with this factory). * TODO: remove it at some moment */,1,1,1,1,-1,-1,-1,-1
"/** * SQLTokensParser * TODO: check comment characters from syntax manager, not constants */",1,1,1,1,-1,-1,-1,-1
"/** * Shortens a supplied string so that it fits within the area specified by * the width argument. Strings that have been shorted have an ""..."" attached * to the end of the string. The width is computed using the * {@link org.eclipse.swt.graphics.GC#stringExtent(String)}. * <p/> * Text shorten removed due to awful algorithm (it works really slow on long strings). * TODO: make something better * * @param fontMetrics    fontMetrics used to perform calculation. * @param t     text to modify. * @param width Pixels to display. * @return shortened string that fits in area specified. */",1,1,0,1,-1,-1,-1,-1
"/** * This class contains the hippie completion engine methods that actually * compute the possible completions. * <p> * This engine is used by the <code>org.eclipse.ui.texteditor.HippieCompleteAction</code>. * </p> * <p> * TODO: Sort by editor type * TODO: Provide history option * * @author Genady Beryozkin, me@genady.org * @since 3.1 */",1,1,1,1,-1,-1,-1,-1
/** * This is a hack. * Editors should listen txn commit/rollback and update their dirty flag (active transaction makes SQL editor dirty). * Making each editor QM listener is too expensive. */,1,1,1,1,-1,-1,-1,-1
/** * We disable provider bundle as classes source because is contains JNA dependency * which conflicts with Waffle (which contains JNA 4.5). * Technically it is a hack. * Solution: move all JNA-dependent functions to a separate bundle. */,1,1,1,1,-1,-1,-1,-1
/** * WorkbenchContextListener. * Listens workbench parts activations/deactivation and activates contexts for navigator and SQL editors. * * TODO: add multipage editor listener and folder listener. Maybe use focus listener on control */,1,1,1,1,-1,-1,-1,-1
// $TODO,1,1,0,1,-1,-1,-1,-1
"// $TODO instead of performing a final normal layout, what about setting",1,1,1,1,-1,-1,-1,-1
// // FIXME: This doesn't work as data type information is not available during RS metadata reading,1,1,0,1,-1,-1,-1,-1
"// Assert.assertEquals(intList, PostgreValueParser.parseArrayString(""ARRAY[1,22,333]"", "",""));// todo: add array format support",1,1,1,1,-1,-1,-1,-1
// Data managers (FIXME: model_jdbc_ is a legacy prefix),1,1,0,1,-1,-1,-1,-1
// Dirty hack,1,1,1,1,-1,-1,-1,-1
// FIXME,1,1,0,1,-1,-1,-1,-1
"// FIXME That should be removed as soon as Edge will be fixed, this is an awfull hack",1,1,1,1,-1,-1,-1,-1
// FIXME i18ze + tooltip,1,1,0,1,-1,-1,-1,-1
// FIXME:,1,1,0,1,-1,-1,-1,-1
// FIXME: ? adding self as parent change listener produces too many events. And this seems to be senseless.,1,1,1,1,-1,-1,-1,-1
// FIXME: ???,1,1,0,1,-1,-1,-1,-1
// FIXME: Cannot use constant due to circular dependency.,1,1,0,1,-1,-1,-1,-1
// FIXME: Do not call setCatalog/Schema on legacy ODBC driver,1,1,0,1,-1,-1,-1,-1
// FIXME: Do we need extra re-layout?,1,1,0,1,-1,-1,-1,-1
// FIXME: Doesn't work if the containing row has collection attributes whose values are NULL,1,1,0,1,-1,-1,-1,-1
// FIXME: Drop-downs are too high - lead to minor UI glitches during editor opening. Also they don't make much sense.,1,1,0,1,-1,-1,-1,-1
// FIXME: Hack for hiding non-expanded column elements. Will break once nested collection support is added.,1,1,1,1,-1,-1,-1,-1
// FIXME: In any case we have to remove listener at dispose to avoid leaks and dead links.,1,1,0,1,-1,-1,-1,-1
// FIXME: Is always caused by arrays of structures. They are not supported now,1,1,0,1,-1,-1,-1,-1
// FIXME: Not secure at all!!!,1,1,0,1,-1,-1,-1,-1
// FIXME: On Oracle it returns bigger values than maximum (#1767),1,1,0,1,-1,-1,-1,-1
// FIXME: Sources may be different and thus may have a different set of attributes,1,1,0,1,-1,-1,-1,-1
// FIXME: Test on sakila.film.description,1,1,0,1,-1,-1,-1,-1
// FIXME: This is a very dirty hack but I didn't find any better way to patch search action icons,1,1,1,1,-1,-1,-1,-1
// FIXME: This may happen in some crazy cases -,1,1,1,1,-1,-1,-1,-1
// FIXME: This produces double indent - #3679. But still needed in some cases?,1,1,0,1,-1,-1,-1,-1
// FIXME: This type has day precision inside type name. Like INTERVAL DAY(2) TO SECOND(6). So far we can't show it (But we do it in Column Manager),1,1,0,1,-1,-1,-1,-1
// FIXME: To update main toolbar and other controls we hade and show this editor,1,1,0,1,-1,-1,-1,-1
// FIXME: because we always read all indexes. Make index cache lookup cache,1,1,0,1,-1,-1,-1,-1
// FIXME: bug in Eclipse. To remove in future.,1,1,1,1,-1,-1,-1,-1
// FIXME: but i'm not 100% sure.,1,1,0,1,-1,-1,-1,-1
// FIXME: but it will require to provide dynamic document metadata.,1,1,0,1,-1,-1,-1,-1
// FIXME: but it works after short pause. Seems to be a bug in E4 command framework,1,1,1,1,-1,-1,-1,-1
// FIXME: coloring value before and after range. Maybe we need an option for this.,1,1,0,1,-1,-1,-1,-1
// FIXME: copied from editors.data constants. Need to move it in general colors configuration,1,1,0,1,-1,-1,-1,-1
// FIXME: dashboards must be queued in auto-commit mode?,1,1,0,1,-1,-1,-1,-1
// FIXME: do not add extra contributions as they will be there forever (never cleaned up),1,1,0,1,-1,-1,-1,-1
// FIXME: do not create rows twice! Probably need to delete comment after testing. #9095,1,1,0,1,-1,-1,-1,-1
// FIXME: do not escape! it may (will) escape identifiers twice,1,1,0,1,-1,-1,-1,-1
// FIXME: do not refresh documents for now. Can be solved by extracting document ID attributes,1,1,0,1,-1,-1,-1,-1
// FIXME: do not sync expensive operations,1,1,0,1,-1,-1,-1,-1
// FIXME: do not update all refreshed items in (it is too expensive),1,1,0,1,-1,-1,-1,-1
"// FIXME: error ""Comparison method violates its general contract!"" happens in case of long strings sorting",1,1,0,1,-1,-1,-1,-1
// FIXME: for now we support only predefined list of formatters,1,1,0,1,-1,-1,-1,-1
// FIXME: here we cache all tables to avoid spam in table lookup,1,1,0,1,-1,-1,-1,-1
// FIXME: https://stackoverflow.com/questions/23975205/why-does-converting-java-dates-before-1582-to-localdate-with-instant-give-a-diff,1,1,0,1,-1,-1,-1,-1
// FIXME: implemented deep nested collections support,1,1,0,1,-1,-1,-1,-1
// FIXME: in other DBs it equals to precision in most cases,1,1,0,1,-1,-1,-1,-1
// FIXME: it doesn't work!!,1,1,0,1,-1,-1,-1,-1
"// FIXME: it is a hack (to avoid asking ""Save script?"" because editor is marked as dirty while queries are running)",1,1,1,1,-1,-1,-1,-1
// FIXME: it looks like a good idea but in fact iti s not. We can't convert ZonedDateTime into,1,1,1,1,-1,-1,-1,-1
// FIXME: left for backward compatibility. Replaced by auth model. Remove in future.,1,1,0,1,-1,-1,-1,-1
// FIXME: make it better,1,1,0,1,-1,-1,-1,-1
